student_id,student_name,subjects,skills,interests,target_stream_id,target_broad_pathway,archetype
STU0001,Student_1,Mathematics;Physics,System Architecture;Numerical Ability,Technology;Cybersecurity & Networks;Artificial Intelligence & Data;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0002,Student_2,Computer Science;Physics;Mathematics,Logical Thinking;Numerical Ability;Programming,Cybersecurity & Networks;Artificial Intelligence & Data;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0003,Student_3,Computer Science;Chemistry;Applied Mathematics,Logical Thinking;Problem Solving,Engineering;Cybersecurity & Networks;Robotics & Automation;Technology,S01,Science,Engineering & Tech Aspirant
STU0004,Student_4,Applied Mathematics;Physics;Chemistry,Numerical Ability;Logical Thinking;Programming,Robotics & Automation;Engineering,S01,Science,Engineering & Tech Aspirant
STU0005,Student_5,Chemistry;Physics,Programming;System Architecture;Numerical Ability;Problem Solving,Artificial Intelligence & Data;Engineering;Technology;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0006,Student_6,Mathematics;Chemistry;Computer Science,System Architecture;Numerical Ability;Programming;Logical Thinking,Engineering;Robotics & Automation;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0007,Student_7,Chemistry;Mathematics,Numerical Ability;System Architecture,Technology;Artificial Intelligence & Data;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0008,Student_8,Mathematics;Computer Science;Applied Mathematics,Programming;System Architecture,Engineering;Technology,S01,Science,Engineering & Tech Aspirant
STU0009,Student_9,Chemistry;Computer Science;Mathematics,Logical Thinking;System Architecture,Artificial Intelligence & Data;Technology;Engineering;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0010,Student_10,Computer Science;Physics;Mathematics,Programming;Numerical Ability,Engineering;Cybersecurity & Networks;Artificial Intelligence & Data;Technology,S01,Science,Engineering & Tech Aspirant
STU0011,Student_11,Computer Science;Mathematics,Logical Thinking;System Architecture,Technology;Engineering;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0012,Student_12,Mathematics;Applied Mathematics,Problem Solving;System Architecture;Numerical Ability,Engineering;Cybersecurity & Networks;Technology,S01,Science,Engineering & Tech Aspirant
STU0013,Student_13,Chemistry;Computer Science;Mathematics;Physics,System Architecture;Logical Thinking,Technology;Robotics & Automation;Artificial Intelligence & Data;Engineering,S01,Science,Engineering & Tech Aspirant
STU0014,Student_14,Mathematics;Physics;Computer Science;Applied Mathematics,Programming;Logical Thinking;System Architecture;Numerical Ability,Cybersecurity & Networks;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0015,Student_15,Applied Mathematics;Computer Science;Physics;Chemistry,Logical Thinking;Problem Solving,Cybersecurity & Networks;Engineering,S01,Science,Engineering & Tech Aspirant
STU0016,Student_16,Physics;Computer Science,System Architecture;Problem Solving;Logical Thinking;Programming,Cybersecurity & Networks;Engineering;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0017,Student_17,Physics;Computer Science;Applied Mathematics;Chemistry,System Architecture;Numerical Ability;Logical Thinking;Problem Solving,Cybersecurity & Networks;Artificial Intelligence & Data;Technology,S01,Science,Engineering & Tech Aspirant
STU0018,Student_18,Computer Science;Physics;Chemistry,System Architecture;Problem Solving;Logical Thinking;Numerical Ability,Technology;Artificial Intelligence & Data;Cybersecurity & Networks;Engineering,S01,Science,Engineering & Tech Aspirant
STU0019,Student_19,Physics;Chemistry;Computer Science;Applied Mathematics,Numerical Ability;Programming,Engineering;Artificial Intelligence & Data;Technology,S01,Science,Engineering & Tech Aspirant
STU0020,Student_20,Physics;Chemistry;Computer Science,System Architecture;Numerical Ability;Programming,Robotics & Automation;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0021,Student_21,Applied Mathematics;Chemistry,Numerical Ability;Programming;Problem Solving,Engineering;Artificial Intelligence & Data;Technology,S01,Science,Engineering & Tech Aspirant
STU0022,Student_22,Mathematics;Chemistry;Applied Mathematics;Computer Science,Problem Solving;System Architecture;Numerical Ability;Logical Thinking,Cybersecurity & Networks;Technology,S01,Science,Engineering & Tech Aspirant
STU0023,Student_23,Mathematics;Physics;Chemistry,Problem Solving;Numerical Ability,Engineering;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0024,Student_24,Chemistry;Applied Mathematics,Problem Solving;System Architecture;Programming;Numerical Ability,Technology;Robotics & Automation;Media & Communication,S01,Science,Engineering & Tech Aspirant
STU0025,Student_25,Computer Science;Chemistry,Numerical Ability;Problem Solving;Programming,Engineering;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0026,Student_26,Applied Mathematics;Mathematics;Physics,Programming;Numerical Ability;Problem Solving;Logical Thinking,Technology;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0027,Student_27,Physics;Computer Science;Mathematics;Applied Mathematics,Problem Solving;System Architecture;Programming,Technology;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0028,Student_28,Mathematics;Computer Science,Problem Solving;System Architecture;Logical Thinking;Numerical Ability,Engineering;Robotics & Automation;Artificial Intelligence & Data;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0029,Student_29,Physics;Mathematics;Chemistry,Numerical Ability;Logical Thinking;Problem Solving;Programming,Robotics & Automation;Artificial Intelligence & Data;Technology,S01,Science,Engineering & Tech Aspirant
STU0030,Student_30,Applied Mathematics;Physics;Mathematics,Problem Solving;Programming,Engineering;Technology,S01,Science,Engineering & Tech Aspirant
STU0031,Student_31,Applied Mathematics;Mathematics,System Architecture;Numerical Ability;Logical Thinking;Programming,Engineering;Artificial Intelligence & Data;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0032,Student_32,Applied Mathematics;Computer Science;Physics,Problem Solving;Numerical Ability;System Architecture,Artificial Intelligence & Data;Technology;Engineering,S01,Science,Engineering & Tech Aspirant
STU0033,Student_33,Physics;Applied Mathematics;Computer Science,Numerical Ability;System Architecture;Problem Solving,Engineering;Cybersecurity & Networks;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0034,Student_34,Applied Mathematics;Mathematics,Problem Solving;Logical Thinking;Numerical Ability,Cybersecurity & Networks;Robotics & Automation;Artificial Intelligence & Data;Public Policy & Governance,S01,Science,Engineering & Tech Aspirant
STU0035,Student_35,Physics;Mathematics,Programming;System Architecture;Logical Thinking;Numerical Ability,Cybersecurity & Networks;Engineering;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0036,Student_36,Mathematics;Applied Mathematics;Chemistry;Computer Science,Logical Thinking;System Architecture;Problem Solving,Robotics & Automation;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0037,Student_37,Computer Science;Physics;Chemistry,Programming;System Architecture,Robotics & Automation;Engineering;Cybersecurity & Networks;Technology,S01,Science,Engineering & Tech Aspirant
STU0038,Student_38,Mathematics;Computer Science;Applied Mathematics;Physics,Programming;Numerical Ability;System Architecture,Artificial Intelligence & Data;Robotics & Automation;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0039,Student_39,Physics;Mathematics,Logical Thinking;Programming;System Architecture,Artificial Intelligence & Data;Technology;Engineering;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0040,Student_40,Computer Science;Chemistry,Numerical Ability;Programming;Logical Thinking,Artificial Intelligence & Data;Cybersecurity & Networks;Engineering;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0041,Student_41,Computer Science;Applied Mathematics;Mathematics;Physics,Logical Thinking;Programming;System Architecture;Problem Solving,Robotics & Automation;Artificial Intelligence & Data;Engineering;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0042,Student_42,Mathematics;Chemistry,Numerical Ability;Logical Thinking;Problem Solving;System Architecture,Technology;Artificial Intelligence & Data;Cybersecurity & Networks;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0043,Student_43,Physics;Chemistry;Mathematics,Programming;System Architecture;Problem Solving;Logical Thinking,Engineering;Cybersecurity & Networks;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0044,Student_44,Mathematics;Physics,Numerical Ability;Programming;Logical Thinking,Engineering;Artificial Intelligence & Data;Robotics & Automation;Cybersecurity & Networks,S01,Science,Engineering & Tech Aspirant
STU0045,Student_45,Computer Science;Applied Mathematics;Chemistry;Physics,System Architecture;Logical Thinking,Artificial Intelligence & Data;Robotics & Automation,S01,Science,Engineering & Tech Aspirant
STU0046,Student_46,Applied Mathematics;Mathematics,Logical Thinking;Programming;Numerical Ability,Robotics & Automation;Artificial Intelligence & Data,S01,Science,Engineering & Tech Aspirant
STU0047,Student_47,Physics;Computer Science,Problem Solving;System Architecture,Robotics & Automation;Cybersecurity & Networks;Technology;Artificial Intelligence & Data;International Relations & Diplomacy,S01,Science,Engineering & Tech Aspirant
STU0048,Student_48,Chemistry;Computer Science;Applied Mathematics;Mathematics,Logical Thinking;Problem Solving;Numerical Ability;Programming,Artificial Intelligence & Data;Cybersecurity & Networks;Technology,S01,Science,Engineering & Tech Aspirant
STU0049,Student_49,Chemistry;Applied Mathematics;Computer Science;Mathematics,Numerical Ability;System Architecture;Problem Solving,Cybersecurity & Networks;Robotics & Automation;Technology,S01,Science,Engineering & Tech Aspirant
STU0050,Student_50,Physics;Chemistry;Computer Science,Problem Solving;System Architecture,Technology;Cybersecurity & Networks;Engineering;E-Commerce & Digital Business,S01,Science,Engineering & Tech Aspirant
STU0051,Student_51,Physics;Psychology;Biology,Research;Diagnostic Acumen;Observation;Empathy,Biotechnology & Genetics;Science & Research;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0052,Student_52,Chemistry;Psychology;Biology,Empathy;Observation,Public Health;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
STU0053,Student_53,Biology;Physics;Biotechnology;Chemistry,Empathy;Observation;Diagnostic Acumen;Research,Biotechnology & Genetics;Pharmacy & Pharmacology;Public Health;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0054,Student_54,Psychology;Chemistry,Observation;Research;Diagnostic Acumen;Analytical Thinking,Science & Research;Biotechnology & Genetics;Public Health,S02,Science,Medical & Life Sciences Aspirant
STU0055,Student_55,Chemistry;Biology,Observation;Research;Analytical Thinking;Diagnostic Acumen,Medicine & Healthcare;Biotechnology & Genetics;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0056,Student_56,Physics;Biology;Psychology;Biotechnology,Observation;Analytical Thinking,Biotechnology & Genetics;Public Health;Pharmacy & Pharmacology,S02,Science,Medical & Life Sciences Aspirant
STU0057,Student_57,Biotechnology;Chemistry;Physics,Research;Diagnostic Acumen;Empathy,Biotechnology & Genetics;Public Health;Medicine & Healthcare,S02,Science,Medical & Life Sciences Aspirant
STU0058,Student_58,Psychology;Physics;Biotechnology,Empathy;Observation;Diagnostic Acumen;Analytical Thinking,Pharmacy & Pharmacology;Biotechnology & Genetics,S02,Science,Medical & Life Sciences Aspirant
